x(cm),x_relative,B_fit(mT)
19.128256513026052,8.128256513026052,3.554209151503448
19.174348697394787,8.174348697394787,3.5269640113578786
19.220440881763526,8.220440881763526,3.4997712355163855
19.266533066132265,8.266533066132265,3.4726327785931184
19.312625250501,8.312625250501,3.445550574131322
19.35871743486974,8.358717434869739,3.4185265344241134
19.404809619238478,8.404809619238478,3.39156255034094
19.450901803607213,8.450901803607213,3.3646604911596727
19.49699398797595,8.496993987975952,3.337822204404373
19.543086172344687,8.543086172344687,3.31104951568876
19.589178356713425,8.589178356713425,3.284344228565306
19.635270541082164,8.635270541082164,3.2577081243800516
19.6813627254509,8.6813627254509,3.231142962133062
19.727454909819638,8.727454909819638,3.2046504783445577
19.773547094188377,8.773547094188377,3.1782323869267266
19.819639278557112,8.819639278557112,3.151890379061177
19.86573146292585,8.86573146292585,3.125626123082039
19.91182364729459,8.91182364729459,3.09944126436472
19.957915831663325,8.957915831663325,3.073337425220284
20.004008016032063,9.004008016032063,3.047316204795432
20.050100200400802,9.050100200400802,3.021379178978113
20.096192384769537,9.096192384769537,2.9955279003086988
20.142284569138276,9.142284569138276,2.9697638978967307
20.18837675350701,9.188376753507011,2.9440886773432324
20.23446893787575,9.23446893787575,2.918503720668528
20.28056112224449,9.280561122244489,2.8930104862455917
20.326653306613224,9.326653306613224,2.867610408738875
20.372745490981963,9.372745490981963,2.842304899048579
20.4188376753507,9.418837675350701,2.8170953442603883
20.464929859719437,9.464929859719437,2.7919831076005965
20.511022044088175,9.511022044088175,2.7669695283966043
20.557114228456914,9.557114228456914,2.7420559220427845
20.60320641282565,9.60320641282565,2.7172435799716514
20.649298597194388,9.649298597194388,2.6925337696303098
20.695390781563127,9.695390781563127,2.6679277344621743
20.741482965931862,9.741482965931862,2.6434266938938813
20.7875751503006,9.7875751503006,2.6190318433273863
20.833667334669336,9.833667334669336,2.594744354137217
20.879759519038075,9.879759519038075,2.5705653736727965
20.925851703406813,9.925851703406813,2.5464960252658626
20.97194388777555,9.971943887775549,2.5225374082428833
21.018036072144287,10.018036072144287,2.4986905979424483
21.064128256513026,10.064128256513026,2.474956645737617
21.11022044088176,10.110220440881761,2.4513365790631294
21.1563126252505,10.1563126252505,2.4278314014474667
21.20240480961924,10.202404809619239,2.4044420925497247
21.248496993987974,10.248496993987974,2.3811696082012115
21.294589178356713,10.294589178356713,2.3580148804517473
21.34068136272545,10.340681362725451,2.334978817620636
21.386773547094187,10.386773547094187,2.3120623043522053
21.432865731462925,10.432865731462925,2.2892662016759036
21.47895791583166,10.47895791583166,2.2665913470709
21.5250501002004,10.5250501002004,2.2440385545351034
21.571142284569138,10.571142284569138,2.2216086146585856
21.617234468937873,10.617234468937873,2.199302294701326
21.663326653306612,10.663326653306612,2.1771203386752123
21.70941883767535,10.70941883767535,2.1550634674302915
21.755511022044086,10.755511022044086,2.1331323787451506
21.801603206412825,10.801603206412825,2.1113277474213996
21.847695390781563,10.847695390781563,2.0896502253822122
21.8937875751503,10.893787575150299,2.068100441774826
21.939879759519037,10.939879759519037,2.0466790030769677
21.985971943887776,10.985971943887776,2.025386493207146
22.03206412825651,11.032064128256511,2.004223473638726
22.07815631262525,11.07815631262525,1.9831904835177427
22.124248496993985,11.124248496993985,1.9622880397843907
22.170340681362724,11.170340681362724,1.9415166372981056
22.216432865731463,11.216432865731463,1.9208767489662053
22.262525050100198,11.262525050100198,1.9003688258759937
22.308617234468937,11.308617234468937,1.8799932974302813
22.354709418837675,11.354709418837675,1.8597505714862603
22.40080160320641,11.40080160320641,1.8396410344976517
22.44689378757515,11.44689378757515,1.8196650516600605
22.492985971943888,11.492985971943888,1.7998229670595005
22.539078156312623,11.539078156312623,1.7801151038239764
22.585170340681362,11.585170340681362,1.760541764278088
22.6312625250501,11.6312625250501,1.741103230100588
22.677354709418836,11.677354709418836,1.7217997624847994
22.723446893787575,11.723446893787575,1.7026316023018548
22.76953907815631,11.76953907815631,1.683598970266677
22.81563126252505,11.815631262525049,1.6647020671066204
22.861723446893787,11.861723446893787,1.6459410737327287
22.907815631262523,11.907815631262523,1.6273161514135228
22.95390781563126,11.953907815631261,1.6088274419512416
23.0,12.0,1.590475067860502
